ID;Name;LinkAddress
U01;Mindset;https://www.mindsetconsulting.com
U02;Mindset LinkedIn;https://www.linkedin.com/company/mindset-consulting-llc/mycompany
U03;Mindset Facebook;https://www.facebook.com/mindsetconsultingllc
U04;Mindset Twitter;https://twitter.com/MindsetERP
U05;Bamboohr;https://mindsetconsulting.bamboohr.com
U06;NetSuite;https://4823356.app.netsuite.com
U07;GreyHR;https://mindset.greythr.com
U08;Leapsome;https://www.leapsome.com
